"y","N","E","avg_ew","sd_ew","med_ew","max_ew","avg_ew_scaled","sd_ew_scaled","med_ew_scaled","deg_max","deg_min","strength_mean","assort","ed","ld","mean_deg","nc","nc_weighted","m","m_weighted","beta_eff","state"
2004,7,16,259215.423502134,716452.685111963,15767.3406987148,2905919.3631669,0.0625,0.172745480243883,0.00380169814108905,1,0.166666666666667,0.285714285714286,-0.371428571428571,0.761904761904762,2.28571428571429,4.57142857142857,0.333333333333333,0.49487158829868,-0.158203125,-0.344255477662187,2239438.8340891,"C"
2004,8,22,485960.743438429,797518.162352424,35835.398386062,3159356.45940295,0.0454545454545455,0.0745962015470222,0.00335187927587689,1,0.571428571428571,0.25,-0.327586206896557,0.785714285714286,2.75,5.5,0.285714285714286,0.429212859308534,-0.130165289256198,-0.243411208800577,1794780.90611598,"O"
2004,10,26,143050.766410429,305054.474786894,9193.72817833946,1365863.80700046,0.0384615384615385,0.082018885387986,0.00247188420453198,0.888888888888889,0,0.2,-0.309352517985611,0.577777777777778,2.6,5.2,0.388888888888889,0.464862810356671,0,-4.44089209850063e-16,793576.694531031,"W"
2005,8,23,170192.684172449,389951.068895854,9868.94402030262,1462373.63833886,0.0434782608695652,0.0996188195882764,0.00252116901915172,1,0.428571428571429,0.25,-0.304347826086957,0.821428571428571,2.875,5.75,0.238095238095238,0.435295956105484,-0.0122873345935728,0.133148348734895,1063661.38332606,"C"
2005,8,21,432597.599809073,770069.576800067,76060.29751972,3324794.42323892,0.0476190476190476,0.0847669516978515,0.00837248965576556,1,0.428571428571429,0.25,-0.446357615894034,0.75,2.625,5.25,0.333333333333333,0.429676797265516,-0.133786848072562,-0.256284314656532,1803403.06284159,"O"
2005,10,30,172466.12557897,302637.997014317,21330.4333853158,1112996.42698367,0.0333333333333333,0.0584922586968619,0.00412263245196884,0.888888888888889,0,0.2,-0.259668508287286,0.666666666666667,3,6,0.277777777777778,0.311331246761552,-0.113888888888889,-0.210477717052736,703525.525964817,"W"
2006,8,23,188789.998898092,481074.865060655,26537.4487883943,2185717.42608254,0.0434782608695652,0.110791348074474,0.00611156379029036,1,0.285714285714286,0.25,-0.326923076923072,0.821428571428571,2.875,5.75,0.238095238095238,0.448672819440866,-0.0831758034026465,0.111280494901981,1414665.45386885,"C"
2006,10,29,308827.009780414,609250.502889502,2082.7405841549,2574431.8623223,0.0344827586206897,0.0680272041153729,0.000232552978070127,1,0.333333333333333,0.2,-0.218000000000001,0.644444444444444,2.9,5.8,0.444444444444444,0.378413169834721,-0.049346016646849,0.0352707158840467,1510749.65098669,"O"
2006,10,23,205738.43830606,300864.776290488,44666.2738960318,1061580.22689057,0.0434782608695652,0.0635811049103113,0.00943922742153874,0.777777777777778,0,0.2,-0.415915915915916,0.511111111111111,2.3,4.6,0.333333333333333,0.279735331613701,-0.131379962192817,-0.206851828295382,645712.681124346,"W"
2007,8,19,126864.662609575,234180.884587227,18950.5717061523,971629.13358852,0.0526315789473684,0.097153213996621,0.00786190961560041,1,0.285714285714286,0.25,-0.439821693907874,0.678571428571429,2.375,4.75,0.428571428571429,0.319618206075912,0.00415512465373957,0.174978108922366,559141.748899771,"C"
2007,9,22,440809.936461215,806612.329004049,23853.4774465306,2853150.21359039,0.0454545454545454,0.0831746150444076,0.00245967453353379,0.875,0,0.222222222222222,-0.327586206896557,0.611111111111111,2.44444444444444,4.88888888888889,0.339285714285714,0.303434919793654,0,6.66133814775094e-16,1916782.67547088,"O"
2007,11,29,189482.621753551,301269.87039119,33328.613299455,1179789.71713066,0.0344827586206897,0.0548262216568743,0.00606526612800511,0.9,0,0.181818181818182,-0.398581560283685,0.527272727272727,2.63636363636364,5.27272727272727,0.455555555555556,0.342462074376209,0,-8.88178419700125e-16,668489.793839101,"W"
2008,9,28,109440.927142678,210823.458643184,20317.9313171067,1045717.02841557,0.0357142857142857,0.0687988436669627,0.00663042997832395,1,0.375,0.222222222222222,-0.373297002724799,0.777777777777778,3.11111111111111,6.22222222222222,0.285714285714286,0.278425402541971,0.0197704081632653,0.180442688562927,515564.411973262,"C"
2008,9,23,384945.813472328,749803.221128862,34508.7702771892,3058146.34425973,0.0434782608695652,0.0846876077311187,0.00389764289905022,0.875,0.125,0.222222222222222,-0.288251366120222,0.638888888888889,2.55555555555556,5.11111111111111,0.303571428571429,0.346870153559143,0,4.44089209850063e-16,1845423.75800161,"O"
2008,9,18,187526.626505298,276223.217206232,49118.272388721,1009534.16348102,0.0555555555555556,0.0818322953663411,0.0145514957600296,0.75,0,0.222222222222222,-0.377990430622008,0.5,2,4,0.321428571428571,0.351413037976661,0,-8.88178419700125e-16,594398.264659603,"W"
