"y","N","E","avg_ew","sd_ew","med_ew","max_ew","avg_ew_scaled","sd_ew_scaled","med_ew_scaled","deg_max","deg_min","strength_mean","assort","ed","ld","mean_deg","nc","nc_weighted","m","m_weighted","beta_eff","state"
2004,10,34,163077.121820712,501623.421490387,26719.0275550114,2908533.57664357,0.0294117647058824,0.0904702626531218,0.00481890864177722,1,0.222222222222222,0.2,-0.305532617671348,0.755555555555556,3.4,6.8,0.305555555555556,0.40477260328985,-0.00346020761245669,0.00347580305493067,1706065.21345727,"C"
2004,9,25,428278.138237856,763175.535026446,13222.1949781052,3159356.45940295,0.04,0.0712784956212352,0.00123491663922027,1,0.375,0.222222222222222,-0.289453425712087,0.694444444444444,2.77777777777778,5.55555555555556,0.392857142857143,0.426920619497944,0.0288,0.00127701256231905,1788228.23902827,"O"
2004,10,26,143162.012787101,305144.040700524,9193.72817833946,1366308.79554222,0.0384615384615385,0.0819792138237516,0.00246996338660022,0.888888888888889,0,0.2,-0.309352517985611,0.577777777777778,2.6,5.2,0.388888888888889,0.464700075004277,-0.120562130177515,-0.286404122653271,793564.195337528,"W"
2005,10,39,160632.3242955,330301.441989079,36022.4754711505,1462374.57968162,0.0256410256410256,0.0527245545406516,0.00575010802626395,1,0.444444444444444,0.2,-0.24750917671736,0.866666666666667,3.9,7.8,0.166666666666667,0.290797165769366,-0.0082182774490466,0.147497926512053,839817.183622853,"C"
2005,9,26,350450.352037348,710369.008265735,12788.0944902103,3326509.13211982,0.0384615384615385,0.077962212834033,0.00140347922387761,1,0.375,0.222222222222222,-0.436881908086097,0.722222222222222,2.88888888888889,5.77777777777778,0.357142857142857,0.427240276854424,0.00295857988165671,0.00112760935777756,1790380.78717832,"O"
2005,10,30,172560.325890757,302607.83663707,21330.4333853158,1112996.42698367,0.0333333333333333,0.0584545018435354,0.00412038191575575,0.888888888888889,0,0.2,-0.259668508287286,0.666666666666667,3,6,0.277777777777778,0.311093054469812,-0.113888888888889,-0.210398183223248,703224.036227853,"W"
2006,10,38,178566.11456308,418309.840702879,40656.9577806542,2189484.10619868,0.0263157894736842,0.0616474952688663,0.00599172997751599,1,0.222222222222222,0.2,-0.251028806584357,0.844444444444444,3.8,7.6,0.194444444444444,0.290739942228885,-0.0623268698060943,0.139966068787263,1158500.76373782,"C"
2006,10,30,298822.778693956,601425.628933854,1804.31348916602,2575106.12456476,0.0333333333333333,0.0670883292501398,0.000201269070701594,1,0.444444444444444,0.2,-0.253584596476856,0.666666666666667,3,6,0.416666666666667,0.378071588285784,-0.0511111111111111,0.0361267908305927,1509281.99709556,"O"
2006,10,23,205857.770436727,300806.993909014,45809.0342745647,1061580.22689057,0.0434782608695652,0.0635320441138544,0.0096751127642498,0.777777777777778,0,0.2,-0.415915915915916,0.511111111111111,2.3,4.6,0.333333333333333,0.279508764801699,0,-4.44089209850063e-16,645408.084192744,"W"
2007,10,34,147909.007262931,295687.288188698,43429.4774993822,1459813.90525369,0.0294117647058824,0.0587975344278169,0.00863596881047668,1,0.333333333333333,0.2,-0.298205421916765,0.755555555555556,3.4,6.8,0.305555555555556,0.249723789393218,-0.00389273356401382,0.200983817306659,739022.246505785,"C"
2007,11,35,344395.717799749,702839.834619651,18941.9085682462,2853150.21359039,0.0285714285714286,0.0583083270032594,0.00157144052522412,1,0.2,0.181818181818182,-0.244880362147013,0.636363636363636,3.18181818181818,6.36363636363636,0.444444444444444,0.288887106239298,0.0424489795918368,0.000665040626790736,1778745.23957693,"O"
2007,11,29,189584.747693915,301219.881878643,35133.0566140082,1179789.71713066,0.0344827586206897,0.054787595547209,0.00639020135092202,0.9,0,0.181818181818182,-0.398581560283685,0.527272727272727,2.63636363636364,5.27272727272727,0.455555555555556,0.342217742547538,0,-8.88178419700125e-16,668175.026409125,"W"
2008,11,46,122006.255856002,256547.815700881,20613.424659802,1351423.20528942,0.0217391304347826,0.0457118070639133,0.00367290942782387,1,0.5,0.181818181818182,-0.298752462245568,0.836363636363636,4.18181818181818,8.36363636363636,0.2,0.225952790879269,-0.0330812854442344,0.0813460353538651,661460.411539407,"C"
2008,10,33,353134.558362457,722024.111139863,34508.7702771892,3058146.34425973,0.0303030303030303,0.0619580213866598,0.0029612517004259,1,0.222222222222222,0.2,-0.417968749999998,0.733333333333333,3.3,6.6,0.333333333333333,0.319976364842512,-0.00872359963269044,-1.34424642469068e-08,1829395.67391215,"O"
2008,9,18,187747.495700072,276160.724915322,49118.272388721,1009534.16348102,0.0555555555555556,0.081717534703126,0.0145343771447357,0.75,0,0.222222222222222,-0.377990430622008,0.5,2,4,0.321428571428571,0.350852577962612,-0.146604938271605,-0.248180664893184,593956.62089442,"W"
2009,9,29,173475.975269579,375613.485259321,56844.4055929313,1998738.90636102,0.0344827586206897,0.0746627256410904,0.011299270195493,1,0.25,0.222222222222222,-0.344028520499105,0.805555555555556,3.22222222222222,6.44444444444444,0.25,0.368352873827302,0,4.44089209850063e-16,986761.446582881,"C"
2009,9,18,684495.863555157,1146460.2557059,144675.694215146,4340591.77022746,0.0555555555555556,0.0930498485371394,0.0117422748557785,0.75,0,0.222222222222222,-0.31285988483685,0.5,2,4,0.321428571428571,0.351053449538668,-0.050925925925926,0.0346522223371864,2604699.02020628,"O"
2009,11,39,157228.013630207,277794.210490646,10682.681655342,1058936.86386693,0.0256410256410256,0.0453031766391957,0.00174215082869249,0.9,0,0.181818181818182,-0.247021943573671,0.709090909090909,3.54545454545455,7.09090909090909,0.233333333333333,0.358005849272859,0,3.5527136788005e-15,648041.46093115,"W"
2010,10,34,256432.41128504,577807.835606109,54435.2446161681,2821086.10616068,0.0294117647058824,0.0662722314269851,0.00624350330106374,1,0.333333333333333,0.2,-0.379945429740791,0.755555555555556,3.4,6.8,0.305555555555556,0.399338687412561,-0.0108131487889273,0.114105610319386,1558381.3077399,"C"
2010,7,18,752111.613002837,1372147.82103777,42396.0606814934,4139106.8100946,0.0555555555555556,0.101355215348618,0.00313163187990627,1,0.666666666666667,0.285714285714286,-0.377990430622008,0.857142857142857,2.57142857142857,5.14285714285714,0.2,0.429143653125872,0,4.44089209850063e-16,3255449.6950484,"O"
2010,10,28,227665.965677488,376028.347233875,29514.3382759827,1503439.53373148,0.0357142857142857,0.0589881047429181,0.00462995646591174,0.888888888888889,0.222222222222222,0.2,-0.207900207900208,0.622222222222222,2.8,5.6,0.333333333333333,0.44929590994748,-0.110969387755102,-0.23803420801822,848739.552599756,"W"
2011,10,33,348802.760362017,844184.671945499,48025.986248563,4058370.3247197,0.0303030303030303,0.0733404565628082,0.00417236639730905,1,0.222222222222222,0.2,-0.417968749999998,0.733333333333333,3.3,6.6,0.333333333333333,0.458955016972302,-0.111111111111111,-0.257741623854293,2391928.10606766,"C"
2011,7,16,766165.242464722,1126319.64021941,160801.745550249,3568099.79181024,0.0625,0.0918796280646398,0.0131174171573743,1,0.333333333333333,0.285714285714286,-0.309090909090909,0.761904761904762,2.28571428571429,4.57142857142857,0.333333333333333,0.394460848695595,-0.0546875,0.0392882429194991,2421938.51646886,"O"
2011,9,19,272403.755093027,452940.41244019,54002.5678091196,1893745.62433018,0.0526315789473684,0.0875133643721557,0.0104339252226375,0.875,0.125,0.222222222222222,-0.44062947067239,0.527777777777778,2.11111111111111,4.22222222222222,0.446428571428571,0.442658524550462,-0.0013850415512467,-1.11022302462601e-16,1025532.20279533,"W"
2012,9,30,332509.017604683,1125263.05271677,30450.8697038992,6088268.93031542,0.0333333333333333,0.112805266738618,0.0030526359779413,1,0.375,0.222222222222222,-0.357142857142857,0.833333333333333,3.33333333333333,6.66666666666667,0.214285714285714,0.487409832082109,-0.116666666666667,-0.315584335969965,4140576.98198949,"C"
2012,6,13,957124.318301789,1397409.67822992,110792.793921212,4755983.74064775,0.0769230769230769,0.112308349204057,0.00890430056614316,1,0.6,0.333333333333333,-0.444444444444446,0.866666666666667,2.16666666666667,4.33333333333333,0.2,0.440669798858959,-0.115384615384615,0.0216045874930093,2997354.38191085,"O"
2012,10,23,276211.857565678,417605.689832684,65673.3259629557,1631591.46402312,0.0434782608695652,0.0657349372441146,0.0103375793622851,0.888888888888889,0.111111111111111,0.2,-0.444956772334293,0.511111111111111,2.3,4.6,0.472222222222222,0.455267922564703,0,0,907591.385286221,"W"
2013,10,34,251276.101239787,659187.144083409,44760.1731386438,3686028.9357473,0.0294117647058824,0.0771575851553919,0.00523915992827372,1,0.333333333333333,0.2,-0.45502183406114,0.755555555555556,3.4,6.8,0.305555555555556,0.439675107120012,0,0,1980559.90014026,"C"
2013,7,18,804551.195021376,1234906.39360276,87679.5278274329,4686790.87076859,0.0555555555555556,0.0852722750028182,0.0060544125836174,1,0.666666666666667,0.285714285714286,-0.377990430622008,0.857142857142857,2.57142857142857,5.14285714285714,0.2,0.403875397275857,-0.0432098765432099,0.0684322900660438,2700010.19178596,"O"
