"","25","30","60","45","55","70","80","1","3","40","20","65","21","2"
"25",0.360185902401239,0.154918667699458,0.00309837335398916,0.00387296669248644,0.0271107668474051,0.00774593338497289,0.0433772269558482,0.0596436870642912,0.0573199070487994,0.000774593338497289,0.0116189000774593,0.0410534469403563,0.00309837335398916,0.000774593338497289
"30",0,0.320681642137878,0.000774593338497289,0,0.00542215336948102,0.00387296669248644,0.0123934934159566,0.0549961270333075,0.034856700232378,0,0.00154918667699458,0.00387296669248644,0,0.00387296669248644
"60",0,0,0.0914020139426801,0,0.0139426800929512,0.000774593338497289,0.00852052672347018,0.00154918667699458,0.0069713400464756,0,0.00232378001549187,0.00232378001549187,0,0
"45",0,0,0,0.0433772269558482,0.00387296669248644,0.0286599535243997,0.0069713400464756,0.00154918667699458,0.00232378001549187,0.00309837335398916,0.000774593338497289,0.00309837335398916,0,0
"55",0,0,0,0,0.10844306738962,0.00232378001549187,0.0549961270333075,0.010844306738962,0.0426026336173509,0,0.010844306738962,0.024012393493416,0,0
"70",0,0,0,0,0,0.0619674670797831,0.00929512006196747,0.0069713400464756,0.0069713400464756,0.00232378001549187,0,0.00154918667699458,0,0.00154918667699458
"80",0,0,0,0,0,0,0.158017041053447,0.0271107668474051,0.0464756003098373,0.000774593338497289,0.0123934934159566,0.0278853601859024,0.00232378001549187,0.00154918667699458
"1",0,0,0,0,0,0,0,0.178156467854376,0.0952749806351665,0,0.00852052672347018,0.00309837335398916,0.00387296669248644,0.00464756003098373
"3",0,0,0,0,0,0,0,0,0.209914794732765,0,0.0100697134004648,0.0185902401239349,0.00387296669248644,0.00464756003098373
"40",0,0,0,0,0,0,0,0,0,0.010844306738962,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0.0333075135553834,0.00774593338497289,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0.116189000774593,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0.00387296669248644,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619674670797831
