"","25","30","60","70","3","80","1","55","65","20","45","40","21"
"25",0.349011588275392,0.141785957736878,0.00886162235855487,0.00204498977505112,0.043626448534424,0.0395364689843217,0.0558963871847307,0.0320381731424676,0.038173142467621,0.0156782549420586,0,0.00340831629175187,0.00886162235855487
"30",0,0.332651670074983,0,0,0.0313565098841172,0.0306748466257669,0.0565780504430811,0.0231765507839127,0.00204498977505112,0.00204498977505112,0,0,0
"60",0,0,0.0886162235855487,0,0.00613496932515337,0.00749829584185412,0,0.00886162235855487,0.0081799591002045,0.00613496932515337,0,0,0
"70",0,0,0,0.0790729379686435,0.00340831629175187,0.00749829584185412,0,0.00408997955010225,0.00204498977505112,0,0.0293115201090661,0,0
"3",0,0,0,0,0.166325835037491,0.0477164280845262,0.0674846625766871,0.0347648261758691,0.0156782549420586,0.00749829584185412,0,0,0.0027266530334015
"80",0,0,0,0,0,0.167689161554192,0.0231765507839127,0.070892978868439,0.0238582140422631,0.010906612133606,0.005453306066803,0,0
"1",0,0,0,0,0,0,0.168370824812543,0.00886162235855487,0.00681663258350375,0.0027266530334015,0,0,0.0027266530334015
"55",0,0,0,0,0,0,0,0.115882753919564,0.0211315610088616,0.00954328561690525,0,0,0
"65",0,0,0,0,0,0,0,0,0.118609406952965,0.00681663258350375,0.00204498977505112,0,0
"20",0,0,0,0,0,0,0,0,0,0.0347648261758691,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0.0340831629175187,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0.0156782549420586,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0.00886162235855487
