"","25","80","60","70","1","3","55","65","20","30","45","21","40"
"25",0.413120567375887,0.0390070921985816,0.00265957446808511,0.00265957446808511,0.0815602836879433,0.0434397163120567,0.024822695035461,0.0381205673758865,0.0186170212765957,0.0576241134751773,0.00354609929078014,0.00709219858156028,0.00265957446808511
"80",0,0.156028368794326,0.00886524822695036,0.00531914893617021,0.0230496453900709,0.0381205673758865,0.0416666666666667,0.024822695035461,0.0106382978723404,0.00797872340425532,0.00797872340425532,0,0
"60",0,0,0.0824468085106383,0,0.00354609929078014,0.00531914893617021,0.00620567375886525,0.00265957446808511,0.00531914893617021,0,0,0,0
"70",0,0,0,0.0531914893617021,0,0,0,0,0,0,0.0177304964539007,0,0
"1",0,0,0,0,0.226063829787234,0.0966312056737589,0.0168439716312057,0.00265957446808511,0.00265957446808511,0.050531914893617,0.00354609929078014,0.00265957446808511,0
"3",0,0,0,0,0,0.166666666666667,0.024822695035461,0.00886524822695036,0.0150709219858156,0.0319148936170213,0.00354609929078014,0.00265957446808511,0
"55",0,0,0,0,0,0,0.0930851063829787,0.0177304964539007,0.00531914893617021,0.0106382978723404,0.00354609929078014,0,0
"65",0,0,0,0,0,0,0,0.13031914893617,0.00709219858156028,0.00265957446808511,0,0,0
"20",0,0,0,0,0,0,0,0,0.0416666666666667,0.00265957446808511,0,0,0
"30",0,0,0,0,0,0,0,0,0,0.190602836879433,0.00265957446808511,0,0
"45",0,0,0,0,0,0,0,0,0,0,0.0301418439716312,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0.00975177304964539,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404
