"","25","30","60","45","55","70","80","1","3","40","20","65","21","2"
"25",194.140201394268,143.919442292796,2.03872966692486,2.49031758326878,20.8481797056545,4.97288923315259,36.870642912471,46.5817195972115,53.0209140201394,0.443067389620449,6.5995352439969,25.7405112316034,1.67312161115414,0.434546862896979
"30",0,194.653756777692,0.571649883810999,0,4.75522850503486,2.80790085205267,12.56700232378,47.4066615027111,35.8326878388846,0,1.02246320681642,2.96669248644462,0,2.42060418280403
"60",0,0,12.0650658404338,0,5.84198295894655,0.199845081332301,4.72889233152595,0.748257164988381,4.46862896979086,0,0.420604182804028,0.676219984508133,0,0
"45",0,0,0,5.76917118512781,1.5724244771495,5.76065065840434,3.60418280402789,0.723470178156468,1.42447714949651,0.505034856700232,0.140975987606507,0.889233152594888,0,0
"55",0,0,0,0,33.725793958172,0.964368706429125,32.4477149496514,6.571649883811,28.415956622773,0,3.77381874515879,10.3733539891557,0,0
"70",0,0,0,0,0,8.17970565453137,4.87993803253292,3.18590240123935,4.33617350890782,0.378776142525174,0,0.446165762974438,0,0.230828814872192
"80",0,0,0,0,0,0,70.7916343919442,18.1099922540666,34.9496514329977,0.372579395817196,5.89930286599535,15.1138652207591,1.04337722695585,0.707978311386522
"1",0,0,0,0,0,0,0,63.9581719597211,57.7366382649109,0,3.41673121611154,1.56467854376452,1.39426800929512,1.67312161115414
"3",0,0,0,0,0,0,0,0,111.464756003098,0,5.64910921766073,12.1208365608056,2.0565453137103,2.47250193648335
"40",0,0,0,0,0,0,0,0,0,0.36870642912471,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,1.83191324554609,1.61115414407436,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,19.0549961270333,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0.0232378001549187,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.148721920991479
