"","25","30","35","80","70","3","55","65","1","20","60","21"
"25",0.3953125,0.134375,0.0359375,0.04765625,0.00234375,0.0515625,0.0390625,0.04140625,0.0578125,0.01171875,0.00390625,0.00390625
"30",0,0.2875,0.0296875,0.0171875,0,0.03671875,0.0484375,0.00703125,0.0390625,0.00234375,0.00078125,0
"35",0,0,0.13359375,0.05234375,0.009375,0.02421875,0.021875,0.009375,0.0171875,0.0046875,0.00078125,0
"80",0,0,0,0.18359375,0.00703125,0.04296875,0.071875,0.0375,0.0171875,0.00625,0.0109375,0
"70",0,0,0,0,0.053125,0.00078125,0.00078125,0.00078125,0,0.00078125,0,0
"3",0,0,0,0,0,0.1890625,0.0546875,0.0171875,0.0953125,0.00625,0.00390625,0.00078125
"55",0,0,0,0,0,0,0.1671875,0.01796875,0.02734375,0.00703125,0.00390625,0
"65",0,0,0,0,0,0,0,0.11875,0.0078125,0.003125,0.0046875,0
"1",0,0,0,0,0,0,0,0,0.15390625,0.003125,0.0015625,0.00078125
"20",0,0,0,0,0,0,0,0,0,0.03359375,0.00390625,0
"60",0,0,0,0,0,0,0,0,0,0,0.06640625,0
"21",0,0,0,0,0,0,0,0,0,0,0,0.00390625
