"","25","30","35","55","60","70","80","1","3","65","20","21"
"25",229.060113728676,77.7904142973193,24.9463850528026,29.1470349309504,1.66206336311942,1.06092607636068,39.085296506905,80.6904955320877,46.8773354995938,24.1267262388302,8.31356620633631,5.69293257514216
"30",0,92.8025995125914,8.46547522339561,30.2030869212023,0.42323314378554,0.398050365556458,16.9390739236393,48.4142973192526,38.8497156783103,2.73436230706742,0,0
"35",0,0,24.123476848091,12.4191714053615,0.555645816409423,2.21527213647441,25.8838342810723,14.0763606823721,12.6864337936637,2.74167343623071,0.226645004061738,0
"55",0,0,0,62.9626320064988,2.1608448415922,0.411047928513404,41.6734362307067,26.8513403736799,39.8407798537774,11.2916328188465,4.13728675873274,0
"60",0,0,0,0,8.59463850528026,0,3.51584077985378,0.517465475223396,3.46872461413485,0.877335499593826,0.519902518277823,0
"70",0,0,0,0,0,4.68074735987002,0.82859463850528,0,0.467099918765231,0.19821283509342,0.10804224207961,0
"80",0,0,0,0,0,0,82.6060113728676,30.0121852152721,36.0901705930138,16.8229082047116,6.84321689683184,1.86027619821284
"1",0,0,0,0,0,0,0,130.327376116978,83.2290820471162,4.94963444354184,2.31925264012998,3.08773354995938
"3",0,0,0,0,0,0,0,0,99.6701868399675,8.31844029244517,3.93338748984565,2.10398050365556
"65",0,0,0,0,0,0,0,0,0,19.1161657189277,0.994313566206336,0
"20",0,0,0,0,0,0,0,0,0,0,1.81640942323314,0
"21",0,0,0,0,0,0,0,0,0,0,0,0.234768480909829
